Identifier,Approximate Zip Code,Reading Timestamp,Reading Day,Reading Time String,Concentration
Sensor 19303,94028,12/15/21 01:00:38,Wednesday,Night,0.4
Sensor 19303,94028,12/15/21 07:00:42,Wednesday,Morning,0.09
Sensor 19303,94028,12/15/21 13:00:45,Wednesday,Midday,0.0
Sensor 19303,94028,12/15/21 19:00:49,Wednesday,Evening,0.0
Sensor 19303,94028,12/16/21 01:00:53,Thursday,Night,0.0
Sensor 19303,94028,12/16/21 07:00:56,Thursday,Morning,0.21
Sensor 19303,94028,12/16/21 12:59:00,Thursday,Midday,0.48
Sensor 19303,94028,12/16/21 18:59:04,Thursday,Evening,2.45
Sensor 19303,94028,12/17/21 00:59:08,Friday,Night,6.9
Sensor 19303,94028,12/17/21 06:59:17,Friday,Morning,2.11
Sensor 19303,94028,12/17/21 12:59:21,Friday,Midday,1.77
Sensor 19303,94028,12/17/21 18:59:24,Friday,Evening,16.98
Sensor 19303,94028,12/18/21 00:59:28,Saturday,Night,1.73
Sensor 19303,94028,12/18/21 06:59:32,Saturday,Morning,2.17
Sensor 19303,94028,12/18/21 12:59:35,Saturday,Midday,17.74
Sensor 27333,94024,12/11/21 18:59:29,Saturday,Evening,3.05
Sensor 27333,94024,12/12/21 00:59:32,Sunday,Night,3.48
Sensor 27333,94024,12/12/21 06:59:36,Sunday,Morning,1.05
Sensor 27333,94024,12/12/21 12:59:40,Sunday,Midday,1.12
Sensor 27333,94024,12/12/21 18:59:44,Sunday,Evening,0.86
Sensor 27333,94024,12/13/21 00:59:47,Monday,Night,0.0
Sensor 27333,94024,12/13/21 06:59:51,Monday,Morning,0.0
Sensor 27333,94024,12/13/21 12:59:55,Monday,Midday,0.36
Sensor 27333,94024,12/13/21 18:59:59,Monday,Evening,0.0
Sensor 27333,94024,12/14/21 01:00:03,Tuesday,Night,0.63
Sensor 27333,94024,12/14/21 07:00:07,Tuesday,Morning,0.29
Sensor 27333,94024,12/14/21 13:00:10,Tuesday,Midday,0.0
Sensor 27333,94024,12/14/21 19:00:14,Tuesday,Evening,0.22
Sensor 27333,94024,12/15/21 01:00:18,Wednesday,Night,0.22
Sensor 27333,94024,12/15/21 07:00:21,Wednesday,Morning,0.42
Sensor 27333,94024,12/15/21 13:00:25,Wednesday,Midday,0.33
Sensor 27333,94024,12/15/21 19:00:29,Wednesday,Evening,0.0
Sensor 27333,94024,12/16/21 01:00:33,Thursday,Night,0.0
Sensor 27333,94024,12/16/21 07:00:36,Thursday,Morning,2.93
Sensor 27333,94024,12/16/21 13:00:40,Thursday,Midday,0.46
Sensor 27333,94024,12/16/21 19:00:45,Thursday,Evening,2.39
Sensor 27333,94024,12/17/21 01:00:49,Friday,Night,5.21
Sensor 27333,94024,12/17/21 07:00:53,Friday,Morning,3.21
Sensor 27333,94024,12/17/21 13:00:57,Friday,Midday,1.54
Sensor 27333,94024,12/17/21 18:59:02,Friday,Evening,4.68
Sensor 27333,94024,12/18/21 00:59:05,Saturday,Night,0.63
Sensor 27333,94024,12/18/21 06:59:14,Saturday,Morning,6.18
Sensor 27333,94024,12/18/21 12:59:17,Saturday,Midday,22.81
Sensor 75769,94304,12/11/21 18:59:25,Saturday,Evening,0.46
Sensor 75769,94304,12/12/21 00:59:29,Sunday,Night,1.15
Sensor 75769,94304,12/12/21 06:59:32,Sunday,Morning,0.36
Sensor 75769,94304,12/12/21 12:59:36,Sunday,Midday,0.31
Sensor 75769,94304,12/12/21 18:59:39,Sunday,Evening,1.75
Sensor 75769,94304,12/13/21 00:59:43,Monday,Night,0.05
Sensor 75769,94304,12/13/21 06:59:47,Monday,Morning,0.0
Sensor 75769,94304,12/13/21 12:59:50,Monday,Midday,0.65
Sensor 75769,94304,12/13/21 18:59:54,Monday,Evening,2.45
Sensor 75769,94304,12/14/21 00:59:58,Tuesday,Night,0.0
Sensor 75769,94304,12/14/21 07:00:01,Tuesday,Morning,0.18
Sensor 75769,94304,12/14/21 13:00:06,Tuesday,Midday,16.98
Sensor 75769,94304,12/14/21 19:00:11,Tuesday,Evening,6.95
Sensor 75769,94304,12/15/21 01:00:15,Wednesday,Night,0.09
Sensor 75769,94304,12/15/21 07:00:19,Wednesday,Morning,4.52
Sensor 75769,94304,12/15/21 13:00:22,Wednesday,Midday,4.88
Sensor 75769,94304,12/15/21 19:00:26,Wednesday,Evening,1.16
Sensor 75769,94304,12/16/21 01:00:30,Thursday,Night,0.0
Sensor 75769,94304,12/16/21 07:00:33,Thursday,Morning,0.03
Sensor 75769,94304,12/16/21 13:00:37,Thursday,Midday,0.43
Sensor 75769,94304,12/16/21 19:00:41,Thursday,Evening,1.2
Sensor 75769,94304,12/17/21 01:00:44,Friday,Night,4.15
Sensor 75769,94304,12/17/21 07:00:48,Friday,Morning,1.58
Sensor 75769,94304,12/17/21 13:00:51,Friday,Midday,0.34
Sensor 75769,94304,12/17/21 19:00:55,Friday,Evening,2.4
Sensor 75769,94304,12/18/21 01:00:59,Saturday,Night,1.36
Sensor 75769,94304,12/18/21 06:59:02,Saturday,Morning,0.43
Sensor 75769,94304,12/18/21 12:59:06,Saturday,Midday,8.72
Sensor 67227,94024,12/11/21 18:59:26,Saturday,Evening,6.66
Sensor 67227,94024,12/12/21 00:59:29,Sunday,Night,4.74
Sensor 67227,94024,12/12/21 06:59:33,Sunday,Morning,3.51
Sensor 67227,94024,12/12/21 12:59:37,Sunday,Midday,1.71
Sensor 67227,94024,12/12/21 18:59:40,Sunday,Evening,0.89
Sensor 67227,94024,12/13/21 00:59:44,Monday,Night,1.53
Sensor 67227,94024,12/13/21 06:59:48,Monday,Morning,0.0
Sensor 67227,94024,12/13/21 12:59:52,Monday,Midday,0.26
Sensor 67227,94024,12/13/21 18:59:55,Monday,Evening,1.05
Sensor 67227,94024,12/14/21 00:59:59,Tuesday,Night,1.07
Sensor 67227,94024,12/14/21 07:00:03,Tuesday,Morning,0.17
Sensor 67227,94024,12/14/21 13:00:11,Tuesday,Midday,0.0
Sensor 67227,94024,12/14/21 19:00:11,Tuesday,Evening,0.36
Sensor 67227,94024,12/15/21 01:00:18,Wednesday,Night,1.27
Sensor 67227,94024,12/15/21 07:00:24,Wednesday,Morning,0.86
Sensor 67227,94024,12/15/21 13:00:27,Wednesday,Midday,0.52
Sensor 67227,94024,12/15/21 19:00:31,Wednesday,Evening,0.0
Sensor 67227,94024,12/16/21 01:00:34,Thursday,Night,0.0
Sensor 67227,94024,12/16/21 07:00:38,Thursday,Morning,4.0
Sensor 67227,94024,12/16/21 13:00:42,Thursday,Midday,0.88
Sensor 67227,94024,12/16/21 19:00:45,Thursday,Evening,8.32
Sensor 67227,94024,12/17/21 01:00:49,Friday,Night,5.86
Sensor 67227,94024,12/17/21 07:00:53,Friday,Morning,3.96
Sensor 67227,94024,12/17/21 13:00:56,Friday,Midday,1.09
Sensor 67227,94024,12/17/21 19:01:00,Friday,Evening,6.5
Sensor 67227,94024,12/18/21 00:59:03,Saturday,Night,3.13
Sensor 67227,94024,12/18/21 06:59:07,Saturday,Morning,1.84
Sensor 67227,94024,12/18/21 12:59:10,Saturday,Midday,20.77
Sensor 62265,94028,12/11/21 19:00:31,Saturday,Evening,0.45
Sensor 62265,94028,12/12/21 01:00:35,Sunday,Night,0.98
Sensor 62265,94028,12/12/21 07:00:38,Sunday,Morning,1.0
Sensor 62265,94028,12/12/21 13:00:43,Sunday,Midday,0.4
Sensor 62265,94028,12/12/21 19:00:46,Sunday,Evening,0.0
Sensor 62265,94028,12/13/21 01:00:50,Monday,Night,0.0
Sensor 62265,94028,12/13/21 07:00:53,Monday,Morning,0.0
Sensor 62265,94028,12/13/21 13:00:58,Monday,Midday,0.03
Sensor 62265,94028,12/13/21 18:59:02,Monday,Evening,0.19
Sensor 62265,94028,12/14/21 00:59:05,Tuesday,Night,0.0
Sensor 62265,94028,12/14/21 06:59:09,Tuesday,Morning,0.16
Sensor 62265,94028,12/14/21 12:59:13,Tuesday,Midday,0.0
Sensor 62265,94028,12/14/21 18:59:16,Tuesday,Evening,0.0
Sensor 62265,94028,12/15/21 00:59:20,Wednesday,Night,0.3
Sensor 62265,94028,12/15/21 06:59:23,Wednesday,Morning,0.3
Sensor 62265,94028,12/15/21 12:59:27,Wednesday,Midday,0.44
Sensor 62265,94028,12/15/21 18:59:30,Wednesday,Evening,0.0
Sensor 62265,94028,12/16/21 00:59:34,Thursday,Night,0.0
Sensor 62265,94028,12/16/21 06:59:37,Thursday,Morning,0.0
Sensor 62265,94028,12/16/21 12:59:41,Thursday,Midday,0.3
Sensor 62265,94028,12/16/21 18:59:48,Thursday,Evening,0.66
Sensor 62265,94028,12/17/21 00:59:51,Friday,Night,3.25
Sensor 62265,94028,12/17/21 06:59:55,Friday,Morning,1.31
Sensor 62265,94028,12/17/21 12:59:58,Friday,Midday,0.16
Sensor 62265,94028,12/17/21 19:00:02,Friday,Evening,1.67
Sensor 62265,94028,12/18/21 01:00:11,Saturday,Night,0.18
Sensor 62265,94028,12/18/21 07:00:12,Saturday,Morning,1.21
Sensor 62265,94028,12/18/21 13:00:12,Saturday,Midday,11.93
Sensor 18995,94028,12/11/21 19:00:13,Saturday,Evening,0.84
Sensor 18995,94028,12/12/21 01:00:17,Sunday,Night,0.81
Sensor 18995,94028,12/12/21 07:00:20,Sunday,Morning,1.6
Sensor 18995,94028,12/12/21 13:00:24,Sunday,Midday,0.45
Sensor 18995,94028,12/12/21 19:00:28,Sunday,Evening,0.0
Sensor 18995,94028,12/13/21 01:00:31,Monday,Night,0.0
Sensor 18995,94028,12/13/21 07:00:35,Monday,Morning,0.0
Sensor 18995,94028,12/13/21 13:00:39,Monday,Midday,0.07
Sensor 18995,94028,12/13/21 19:00:42,Monday,Evening,0.0
Sensor 18995,94028,12/14/21 01:00:46,Tuesday,Night,0.0
Sensor 18995,94028,12/14/21 07:00:50,Tuesday,Morning,0.0
Sensor 18995,94028,12/14/21 13:00:54,Tuesday,Midday,0.0
Sensor 18995,94028,12/14/21 19:00:57,Tuesday,Evening,0.0
Sensor 18995,94028,12/15/21 00:59:01,Wednesday,Night,0.0
Sensor 18995,94028,12/15/21 06:59:04,Wednesday,Morning,0.19
Sensor 18995,94028,12/15/21 12:59:08,Wednesday,Midday,0.4
Sensor 18995,94028,12/15/21 18:59:12,Wednesday,Evening,0.0
Sensor 18995,94028,12/16/21 00:59:16,Thursday,Night,0.0
Sensor 18995,94028,12/16/21 06:59:20,Thursday,Morning,0.0
Sensor 18995,94028,12/16/21 12:59:24,Thursday,Midday,0.33
Sensor 18995,94028,12/16/21 18:59:28,Thursday,Evening,1.51
Sensor 18995,94028,12/17/21 00:59:31,Friday,Night,6.64
Sensor 18995,94028,12/17/21 06:59:35,Friday,Morning,3.4
Sensor 18995,94028,12/17/21 12:59:39,Friday,Midday,1.22
Sensor 18995,94028,12/17/21 18:59:42,Friday,Evening,4.41
Sensor 18995,94028,12/18/21 00:59:46,Saturday,Night,0.63
Sensor 18995,94028,12/18/21 06:59:50,Saturday,Morning,1.07
Sensor 18995,94028,12/18/21 12:59:54,Saturday,Midday,15.42
Sensor 54417,94022,12/11/21 19:00:09,Saturday,Evening,7.3
Sensor 54417,94022,12/12/21 01:00:16,Sunday,Night,2.64
Sensor 54417,94022,12/12/21 07:00:17,Sunday,Morning,1.41
Sensor 54417,94022,12/12/21 13:00:20,Sunday,Midday,0.0
Sensor 54417,94022,12/12/21 19:00:24,Sunday,Evening,0.0
Sensor 54417,94022,12/13/21 01:00:27,Monday,Night,0.0
Sensor 54417,94022,12/13/21 07:00:31,Monday,Morning,0.0
Sensor 54417,94022,12/13/21 13:00:35,Monday,Midday,0.02
Sensor 54417,94022,12/13/21 19:00:38,Monday,Evening,0.0
Sensor 54417,94022,12/14/21 01:00:42,Tuesday,Night,0.54
Sensor 54417,94022,12/14/21 07:00:46,Tuesday,Morning,0.0
Sensor 54417,94022,12/14/21 13:00:49,Tuesday,Midday,0.0
Sensor 54417,94022,12/14/21 19:00:53,Tuesday,Evening,0.25
Sensor 54417,94022,12/15/21 01:00:57,Wednesday,Night,0.0
Sensor 54417,94022,12/15/21 06:59:00,Wednesday,Morning,0.0
Sensor 54417,94022,12/15/21 12:59:04,Wednesday,Midday,0.29
Sensor 54417,94022,12/15/21 18:59:08,Wednesday,Evening,0.0
Sensor 54417,94022,12/16/21 00:59:18,Thursday,Night,0.0
Sensor 54417,94022,12/16/21 06:59:21,Thursday,Morning,2.07
Sensor 54417,94022,12/16/21 12:59:25,Thursday,Midday,0.74
Sensor 54417,94022,12/16/21 18:59:29,Thursday,Evening,1.23
Sensor 54417,94022,12/17/21 00:59:32,Friday,Night,4.6
Sensor 54417,94022,12/17/21 06:59:36,Friday,Morning,1.66
Sensor 54417,94022,12/17/21 12:59:40,Friday,Midday,0.95
Sensor 54417,94022,12/17/21 18:59:43,Friday,Evening,3.24
Sensor 54417,94022,12/18/21 00:59:47,Saturday,Night,0.47
Sensor 54417,94022,12/18/21 06:59:51,Saturday,Morning,4.05
Sensor 54417,94022,12/18/21 12:59:54,Saturday,Midday,16.78
Sensor 60839,94087,12/11/21 18:59:15,Saturday,Evening,6.31
Sensor 60839,94087,12/12/21 00:59:19,Sunday,Night,3.85
Sensor 60839,94087,12/12/21 06:59:22,Sunday,Morning,3.77
Sensor 60839,94087,12/12/21 12:59:26,Sunday,Midday,3.78
Sensor 60839,94087,12/12/21 18:59:29,Sunday,Evening,0.77
Sensor 60839,94087,12/13/21 00:59:33,Monday,Night,1.38
Sensor 60839,94087,12/13/21 06:59:36,Monday,Morning,1.29
Sensor 60839,94087,12/13/21 12:59:40,Monday,Midday,0.11
Sensor 60839,94087,12/13/21 18:59:43,Monday,Evening,4.12
Sensor 60839,94087,12/14/21 00:59:47,Tuesday,Night,0.71
Sensor 60839,94087,12/14/21 06:59:50,Tuesday,Morning,0.18
Sensor 60839,94087,12/14/21 12:59:54,Tuesday,Midday,0.7
Sensor 60839,94087,12/14/21 18:59:57,Tuesday,Evening,1.09
Sensor 60839,94087,12/15/21 01:00:01,Wednesday,Night,1.38
Sensor 60839,94087,12/15/21 07:00:04,Wednesday,Morning,1.0
Sensor 60839,94087,12/15/21 13:00:11,Wednesday,Midday,0.29
Sensor 60839,94087,12/15/21 19:00:14,Wednesday,Evening,0.23
Sensor 60839,94087,12/16/21 01:00:18,Thursday,Night,0.0
Sensor 60839,94087,12/16/21 07:00:21,Thursday,Morning,3.32
Sensor 60839,94087,12/16/21 13:00:24,Thursday,Midday,0.33
Sensor 60839,94087,12/16/21 19:00:28,Thursday,Evening,9.38
Sensor 60839,94087,12/17/21 01:00:32,Friday,Night,5.17
Sensor 60839,94087,12/17/21 07:00:36,Friday,Morning,4.26
Sensor 60839,94087,12/17/21 13:00:39,Friday,Midday,2.52
Sensor 60839,94087,12/17/21 19:00:43,Friday,Evening,9.29
Sensor 60839,94087,12/18/21 01:01:05,Saturday,Night,4.32
Sensor 60839,94087,12/18/21 07:00:50,Saturday,Morning,3.65
Sensor 60839,94087,12/18/21 13:00:53,Saturday,Midday,21.07
Sensor 57153,94024,12/11/21 19:00:01,Saturday,Evening,2.25
Sensor 57153,94024,12/12/21 01:00:12,Sunday,Night,2.66
Sensor 57153,94024,12/12/21 07:00:14,Sunday,Morning,0.54
Sensor 57153,94024,12/12/21 13:00:15,Sunday,Midday,0.0
Sensor 57153,94024,12/12/21 19:00:19,Sunday,Evening,0.49
Sensor 57153,94024,12/13/21 01:00:23,Monday,Night,0.1
Sensor 57153,94024,12/13/21 07:00:27,Monday,Morning,0.0
Sensor 57153,94024,12/13/21 13:00:32,Monday,Midday,0.0
Sensor 57153,94024,12/13/21 19:00:36,Monday,Evening,0.19
Sensor 57153,94024,12/14/21 01:00:41,Tuesday,Night,0.22
Sensor 57153,94024,12/14/21 07:00:44,Tuesday,Morning,0.05
Sensor 57153,94024,12/14/21 13:00:49,Tuesday,Midday,0.0
Sensor 57153,94024,12/14/21 19:00:53,Tuesday,Evening,0.0
Sensor 57153,94024,12/15/21 01:00:58,Wednesday,Night,0.0
Sensor 57153,94024,12/15/21 06:59:02,Wednesday,Morning,0.0
Sensor 57153,94024,12/15/21 12:59:07,Wednesday,Midday,0.46
Sensor 57153,94024,12/15/21 18:59:11,Wednesday,Evening,0.0
Sensor 57153,94024,12/16/21 00:59:15,Thursday,Night,0.0
Sensor 57153,94024,12/16/21 06:59:19,Thursday,Morning,2.29
Sensor 57153,94024,12/16/21 12:59:23,Thursday,Midday,0.79
Sensor 57153,94024,12/16/21 18:59:27,Thursday,Evening,1.68
Sensor 57153,94024,12/17/21 00:59:32,Friday,Night,3.0
Sensor 57153,94024,12/17/21 06:59:36,Friday,Morning,2.15
Sensor 57153,94024,12/17/21 12:59:41,Friday,Midday,0.82
Sensor 57153,94024,12/17/21 18:59:46,Friday,Evening,3.8
Sensor 57153,94024,12/18/21 00:59:50,Saturday,Night,0.07
Sensor 57153,94024,12/18/21 06:59:55,Saturday,Morning,1.34
Sensor 57153,94024,12/18/21 12:59:59,Saturday,Midday,16.95
Sensor 22035,94024,12/11/21 19:00:25,Saturday,Evening,1.4
Sensor 22035,94024,12/12/21 00:59:44,Sunday,Night,3.64
Sensor 22035,94024,12/12/21 06:59:48,Sunday,Morning,0.62
Sensor 22035,94024,12/12/21 13:00:22,Sunday,Midday,0.17
Sensor 22035,94024,12/12/21 19:00:26,Sunday,Evening,0.0
Sensor 22035,94024,12/13/21 01:00:23,Monday,Night,0.08
Sensor 22035,94024,12/13/21 07:00:27,Monday,Morning,0.0
Sensor 22035,94024,12/13/21 13:00:32,Monday,Midday,0.2
Sensor 22035,94024,12/13/21 19:00:35,Monday,Evening,0.0
Sensor 22035,94024,12/14/21 01:00:39,Tuesday,Night,0.25
Sensor 22035,94024,12/14/21 07:00:43,Tuesday,Morning,0.0
Sensor 22035,94024,12/14/21 13:00:46,Tuesday,Midday,0.0
Sensor 22035,94024,12/14/21 19:00:50,Tuesday,Evening,0.0
Sensor 22035,94024,12/15/21 01:00:54,Wednesday,Night,0.0
Sensor 22035,94024,12/15/21 07:00:58,Wednesday,Morning,0.0
Sensor 22035,94024,12/15/21 13:00:35,Wednesday,Midday,0.0
Sensor 22035,94024,12/15/21 19:00:39,Wednesday,Evening,0.0
Sensor 22035,94024,12/16/21 01:00:49,Thursday,Night,0.0
Sensor 22035,94024,12/16/21 07:00:50,Thursday,Morning,0.71
Sensor 22035,94024,12/16/21 13:00:57,Thursday,Midday,0.24
Sensor 22035,94024,12/16/21 18:59:19,Thursday,Evening,0.48
Sensor 22035,94024,12/17/21 00:59:23,Friday,Night,2.69
Sensor 22035,94024,12/17/21 06:59:26,Friday,Morning,0.95
Sensor 22035,94024,12/17/21 13:00:30,Friday,Midday,0.16
Sensor 22035,94024,12/18/21 06:59:35,Saturday,Morning,1.49
Sensor 22035,94024,12/18/21 12:59:39,Saturday,Midday,13.6
Sensor 86221,95014,12/11/21 18:59:57,Saturday,Evening,2.62
Sensor 86221,95014,12/12/21 01:00:07,Sunday,Night,3.63
Sensor 86221,95014,12/12/21 07:00:17,Sunday,Morning,0.53
Sensor 86221,95014,12/12/21 13:00:11,Sunday,Midday,0.31
Sensor 86221,95014,12/12/21 19:00:15,Sunday,Evening,0.56
Sensor 86221,95014,12/13/21 01:00:19,Monday,Night,0.0
Sensor 86221,95014,12/13/21 07:00:22,Monday,Morning,0.0
Sensor 86221,95014,12/13/21 13:00:26,Monday,Midday,0.0
Sensor 86221,95014,12/13/21 19:00:30,Monday,Evening,0.0
Sensor 86221,95014,12/14/21 01:00:34,Tuesday,Night,2.15
Sensor 86221,95014,12/14/21 07:00:37,Tuesday,Morning,0.28
Sensor 86221,95014,12/14/21 13:00:41,Tuesday,Midday,0.17
Sensor 86221,95014,12/14/21 19:00:45,Tuesday,Evening,0.16
Sensor 86221,95014,12/15/21 01:00:49,Wednesday,Night,0.0
Sensor 86221,95014,12/15/21 07:00:52,Wednesday,Morning,0.09
Sensor 86221,95014,12/15/21 13:00:56,Wednesday,Midday,0.09
Sensor 86221,95014,12/15/21 18:59:00,Wednesday,Evening,0.0
Sensor 86221,95014,12/16/21 13:00:18,Thursday,Midday,0.46
Sensor 86221,95014,12/16/21 19:00:22,Thursday,Evening,1.09
Sensor 86221,95014,12/17/21 01:00:28,Friday,Night,5.72
Sensor 86221,95014,12/17/21 07:00:29,Friday,Morning,2.04
Sensor 86221,95014,12/17/21 13:00:33,Friday,Midday,2.11
Sensor 86221,95014,12/17/21 19:00:38,Friday,Evening,4.33
Sensor 86221,95014,12/18/21 01:00:44,Saturday,Night,0.25
Sensor 86221,95014,12/18/21 07:00:45,Saturday,Morning,1.51
Sensor 86221,95014,12/18/21 13:00:48,Saturday,Midday,21.45
Sensor 84997,94087,12/11/21 19:00:41,Saturday,Evening,6.91
Sensor 84997,94087,12/12/21 01:00:45,Sunday,Night,6.85
Sensor 84997,94087,12/12/21 07:00:48,Sunday,Morning,1.79
Sensor 84997,94087,12/12/21 13:00:52,Sunday,Midday,2.53
Sensor 84997,94087,12/12/21 19:00:55,Sunday,Evening,1.42
Sensor 84997,94087,12/13/21 01:00:59,Monday,Night,1.62
Sensor 84997,94087,12/13/21 06:59:03,Monday,Morning,0.0
Sensor 84997,94087,12/13/21 12:59:07,Monday,Midday,0.0
Sensor 84997,94087,12/13/21 18:59:10,Monday,Evening,0.76
Sensor 84997,94087,12/14/21 00:59:14,Tuesday,Night,2.68
Sensor 84997,94087,12/14/21 06:59:17,Tuesday,Morning,0.0
Sensor 84997,94087,12/14/21 12:59:21,Tuesday,Midday,0.55
Sensor 84997,94087,12/14/21 18:59:25,Tuesday,Evening,2.2
Sensor 84997,94087,12/15/21 00:59:28,Wednesday,Night,0.84
Sensor 84997,94087,12/15/21 06:59:32,Wednesday,Morning,1.09
Sensor 84997,94087,12/15/21 12:59:36,Wednesday,Midday,1.11
Sensor 84997,94087,12/15/21 18:59:39,Wednesday,Evening,0.68
Sensor 84997,94087,12/16/21 00:59:43,Thursday,Night,0.0
Sensor 84997,94087,12/16/21 06:59:46,Thursday,Morning,2.54
Sensor 84997,94087,12/16/21 12:59:50,Thursday,Midday,0.54
Sensor 84997,94087,12/16/21 18:59:54,Thursday,Evening,2.42
Sensor 84997,94087,12/17/21 00:59:57,Friday,Night,6.17
Sensor 84997,94087,12/17/21 07:00:01,Friday,Morning,3.88
Sensor 84997,94087,12/17/21 13:00:04,Friday,Midday,3.47
Sensor 84997,94087,12/17/21 19:00:09,Friday,Evening,4.77
Sensor 84997,94087,12/18/21 01:00:13,Saturday,Night,1.72
Sensor 84997,94087,12/18/21 07:00:16,Saturday,Morning,2.04
Sensor 84997,94087,12/18/21 13:00:19,Saturday,Midday,20.89
Sensor 70719,94022,12/11/21 18:59:22,Saturday,Evening,0.0
Sensor 70719,94022,12/12/21 00:59:25,Sunday,Night,0.5
Sensor 70719,94022,12/12/21 06:59:29,Sunday,Morning,0.41
Sensor 70719,94022,12/12/21 12:59:33,Sunday,Midday,0.0
Sensor 70719,94022,12/12/21 18:59:36,Sunday,Evening,0.0
Sensor 70719,94022,12/13/21 00:59:40,Monday,Night,0.0
Sensor 70719,94022,12/13/21 06:59:44,Monday,Morning,0.0
Sensor 70719,94022,12/13/21 12:59:47,Monday,Midday,0.34
Sensor 70719,94022,12/13/21 18:59:51,Monday,Evening,0.0
Sensor 70719,94022,12/14/21 00:59:55,Tuesday,Night,0.0
Sensor 70719,94022,12/14/21 06:59:58,Tuesday,Morning,0.0
Sensor 70719,94022,12/14/21 13:00:03,Tuesday,Midday,0.03
Sensor 70719,94022,12/14/21 19:00:06,Tuesday,Evening,0.0
Sensor 70719,94022,12/15/21 01:00:13,Wednesday,Night,0.0
Sensor 70719,94022,12/15/21 07:00:14,Wednesday,Morning,0.0
Sensor 70719,94022,12/15/21 13:00:17,Wednesday,Midday,0.05
Sensor 70719,94022,12/15/21 19:00:21,Wednesday,Evening,0.0
Sensor 70719,94022,12/16/21 01:00:25,Thursday,Night,0.0
Sensor 70719,94022,12/16/21 07:00:28,Thursday,Morning,0.04
Sensor 70719,94022,12/16/21 13:00:32,Thursday,Midday,0.21
Sensor 70719,94022,12/16/21 19:00:36,Thursday,Evening,3.91
Sensor 70719,94022,12/17/21 01:00:40,Friday,Night,5.27
Sensor 70719,94022,12/17/21 07:00:43,Friday,Morning,1.67
Sensor 70719,94022,12/17/21 13:00:47,Friday,Midday,0.39
Sensor 70719,94022,12/17/21 19:00:51,Friday,Evening,2.89
Sensor 70719,94022,12/18/21 01:00:55,Saturday,Night,0.37
Sensor 70719,94022,12/18/21 07:00:58,Saturday,Morning,5.12
Sensor 70719,94022,12/18/21 12:59:02,Saturday,Midday,16.68
Sensor 62225,94022,12/11/21 18:59:50,Saturday,Evening,2.88
Sensor 62225,94022,12/12/21 00:59:54,Sunday,Night,2.95
Sensor 62225,94022,12/12/21 06:59:58,Sunday,Morning,2.72
Sensor 62225,94022,12/12/21 13:00:02,Sunday,Midday,0.64
Sensor 62225,94022,12/12/21 19:00:06,Sunday,Evening,2.66
Sensor 62225,94022,12/13/21 01:00:20,Monday,Night,0.0
Sensor 62225,94022,12/13/21 07:00:14,Monday,Morning,0.0
Sensor 62225,94022,12/13/21 13:00:18,Monday,Midday,0.05
Sensor 62225,94022,12/13/21 19:00:23,Monday,Evening,0.0
Sensor 62225,94022,12/14/21 01:00:27,Tuesday,Night,0.28
Sensor 62225,94022,12/14/21 07:00:31,Tuesday,Morning,0.0
Sensor 62225,94022,12/14/21 13:00:35,Tuesday,Midday,0.0
Sensor 62225,94022,12/14/21 19:00:39,Tuesday,Evening,0.0
Sensor 62225,94022,12/15/21 01:00:43,Wednesday,Night,0.0
Sensor 62225,94022,12/15/21 07:00:47,Wednesday,Morning,0.36
Sensor 62225,94022,12/15/21 13:00:51,Wednesday,Midday,0.22
Sensor 62225,94022,12/15/21 19:00:56,Wednesday,Evening,0.0
Sensor 62225,94022,12/16/21 00:59:00,Thursday,Night,0.0
Sensor 62225,94022,12/16/21 06:59:04,Thursday,Morning,3.98
Sensor 62225,94022,12/16/21 12:59:08,Thursday,Midday,0.79
Sensor 62225,94022,12/16/21 18:59:19,Thursday,Evening,4.14
Sensor 62225,94022,12/17/21 00:59:23,Friday,Night,4.49
Sensor 62225,94022,12/17/21 06:59:27,Friday,Morning,2.72
Sensor 62225,94022,12/17/21 12:59:31,Friday,Midday,1.12
Sensor 62225,94022,12/17/21 18:59:35,Friday,Evening,3.36
Sensor 62225,94022,12/18/21 00:59:39,Saturday,Night,1.02
Sensor 62225,94022,12/18/21 06:59:43,Saturday,Morning,4.61
Sensor 62225,94022,12/18/21 12:59:47,Saturday,Midday,23.25
Sensor 18495,94040,12/11/21 19:00:00,Saturday,Evening,1.95
Sensor 18495,94040,12/12/21 01:00:02,Sunday,Night,5.04
Sensor 18495,94040,12/12/21 07:00:12,Sunday,Morning,2.74
Sensor 18495,94040,12/12/21 13:00:15,Sunday,Midday,1.19
Sensor 18495,94040,12/12/21 19:00:28,Sunday,Evening,0.42
Sensor 18495,94040,12/13/21 01:00:25,Monday,Night,0.12
Sensor 18495,94040,12/13/21 07:00:30,Monday,Morning,0.14
Sensor 18495,94040,12/13/21 13:00:37,Monday,Midday,0.41
Sensor 18495,94040,12/13/21 19:00:44,Monday,Evening,1.05
Sensor 18495,94040,12/14/21 01:00:54,Tuesday,Night,0.78
Sensor 18495,94040,12/14/21 06:59:02,Tuesday,Morning,0.24
Sensor 18495,94040,12/14/21 12:59:05,Tuesday,Midday,0.14
Sensor 18495,94040,12/14/21 18:59:08,Tuesday,Evening,1.25
Sensor 18495,94040,12/15/21 00:59:15,Wednesday,Night,1.23
Sensor 18495,94040,12/15/21 06:59:20,Wednesday,Morning,1.36
